orderno;custno;name;city;regioncode;mgr;salesrep;prodno;proddesc;catcode;dat;dayName;dayInWeek;dayInMonth;dayInYear;weekNo;monthName;monthNo;quarter;year;quantity;lineTotal
1247;11;Jansen;Eindhoven;REHV;Klaas;Klaas;406;Sojamelk Naturel Biologisch;bio;2013-08-08 00:00:00.000;Thu;5;8;220;32;Aug;8;Q3;2013;8;66.00
1248;20;Bakermans;Waalre;REHV;Klaas;Gerda;402;Ganzenlever;lux;2013-08-08 00:00:00.000;Thu;5;8;220;32;Aug;8;Q3;2013;10;399.50
1246;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-08-08 00:00:00.000;Thu;5;8;220;32;Aug;8;Q3;2013;22;438.90
1249;17;Jansen;Helmond;RHMD;Gerda;Gerda;408;Soja Chocolademelk Biologisch;bio;2013-08-11 00:00:00.000;Sun;1;11;223;33;Aug;8;Q3;2013;8;140.00
1250;15;Boer, de;Veghel;GVGH;Karel;Karel;403;Vruchtenyoghurt Aardbei;zuv;2013-08-14 00:00:00.000;Wed;4;14;226;33;Aug;8;Q3;2013;24;462.00
1251;19;Zuur;Veghel;GVGH;Karel;Karel;401;Kaviaar;lux;2013-08-16 00:00:00.000;Fri;6;16;228;33;Aug;8;Q3;2013;6;129.00
1251;19;Zuur;Veghel;GVGH;Karel;Karel;407;Zwezerik;lux;2013-08-16 00:00:00.000;Fri;6;16;228;33;Aug;8;Q3;2013;23;297.85
1252;15;Boer, de;Veghel;GVGH;Karel;Karel;402;Ganzenlever;lux;2013-08-25 00:00:00.000;Sun;1;25;237;35;Aug;8;Q3;2013;2;79.90
1252;15;Boer, de;Veghel;GVGH;Karel;Karel;404;Volle Yoghurt;zuv;2013-08-25 00:00:00.000;Sun;1;25;237;35;Aug;8;Q3;2013;15;172.50
1253;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2013-08-27 00:00:00.000;Tue;3;27;239;35;Aug;8;Q3;2013;14;125.30
1254;17;Jansen;Helmond;RHMD;Gerda;Herman;403;Vruchtenyoghurt Aardbei;zuv;2013-08-30 00:00:00.000;Fri;6;30;242;35;Aug;8;Q3;2013;22;423.50
1255;19;Zuur;Veghel;GVGH;Karel;Karel;401;Kaviaar;lux;2013-08-31 00:00:00.000;Sat;7;31;243;35;Aug;8;Q3;2013;18;387.00
1256;19;Zuur;Veghel;GVGH;Karel;Herman;401;Kaviaar;lux;2013-09-03 00:00:00.000;Tue;3;3;246;36;Sep;9;Q3;2013;16;344.00
1257;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;405;Magere Kwark;zuv;2013-09-05 00:00:00.000;Thu;5;5;248;36;Sep;9;Q3;2013;13;116.35
1258;18;Bocht;Laarbeek;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2013-09-08 00:00:00.000;Sun;1;8;251;37;Sep;9;Q3;2013;8;71.60
1259;14;Kraymans;Erp;GVGH;Karel;Herman;409;Vruchtenyoghurt Mango;zuv;2013-09-16 00:00:00.000;Mon;2;16;259;38;Sep;9;Q3;2013;15;243.75
1260;20;Bakermans;Waalre;REHV;Klaas;Klaas;411;Sojamelk Gezoet Biologisch;bio;2013-09-16 00:00:00.000;Mon;2;16;259;38;Sep;9;Q3;2013;24;478.80
1261;19;Zuur;Veghel;GVGH;Karel;Harrie;407;Zwezerik;lux;2013-09-18 00:00:00.000;Wed;4;18;261;38;Sep;9;Q3;2013;9;116.55
1262;14;Kraymans;Erp;GVGH;Karel;Karel;405;Magere Kwark;zuv;2013-09-19 00:00:00.000;Thu;5;19;262;38;Sep;9;Q3;2013;5;44.75
1263;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;403;Vruchtenyoghurt Aardbei;zuv;2013-09-19 00:00:00.000;Thu;5;19;262;38;Sep;9;Q3;2013;14;269.50
1264;11;Jansen;Eindhoven;REHV;Klaas;Herman;411;Sojamelk Gezoet Biologisch;bio;2013-09-20 00:00:00.000;Fri;6;20;263;38;Sep;9;Q3;2013;20;399.00
1265;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-09-20 00:00:00.000;Fri;6;20;263;38;Sep;9;Q3;2013;13;259.35
1267;11;Jansen;Eindhoven;REHV;Klaas;Klaas;411;Sojamelk Gezoet Biologisch;bio;2013-09-21 00:00:00.000;Sat;7;21;264;38;Sep;9;Q3;2013;9;179.55
1266;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;410;Soja Vanillevla Biologisch;bio;2013-09-21 00:00:00.000;Sat;7;21;264;38;Sep;9;Q3;2013;20;450.00
1268;20;Bakermans;Waalre;REHV;Klaas;Bertha;405;Magere Kwark;zuv;2013-09-22 00:00:00.000;Sun;1;22;265;39;Sep;9;Q3;2013;9;80.55
1269;18;Bocht;Laarbeek;RHMD;Gerda;Gerda;401;Kaviaar;lux;2013-09-24 00:00:00.000;Tue;3;24;267;39;Sep;9;Q3;2013;21;451.50
1269;18;Bocht;Laarbeek;RHMD;Gerda;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-09-24 00:00:00.000;Tue;3;24;267;39;Sep;9;Q3;2013;14;279.30
1270;20;Bakermans;Waalre;REHV;Klaas;Herman;405;Magere Kwark;zuv;2013-09-29 00:00:00.000;Sun;1;29;272;40;Sep;9;Q3;2013;9;80.55
1270;20;Bakermans;Waalre;REHV;Klaas;Herman;406;Sojamelk Naturel Biologisch;bio;2013-09-29 00:00:00.000;Sun;1;29;272;40;Sep;9;Q3;2013;20;165.00
1270;20;Bakermans;Waalre;REHV;Klaas;Herman;409;Vruchtenyoghurt Mango;zuv;2013-09-29 00:00:00.000;Sun;1;29;272;40;Sep;9;Q3;2013;15;243.75
1270;20;Bakermans;Waalre;REHV;Klaas;Herman;410;Soja Vanillevla Biologisch;bio;2013-09-29 00:00:00.000;Sun;1;29;272;40;Sep;9;Q3;2013;17;382.50
1271;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;410;Soja Vanillevla Biologisch;bio;2013-09-29 00:00:00.000;Sun;1;29;272;40;Sep;9;Q3;2013;5;112.50
1272;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;410;Soja Vanillevla Biologisch;bio;2013-10-03 00:00:00.000;Thu;5;3;276;40;Oct;10;Q4;2013;21;472.50
1273;13;Heiden, van der;Helmond;RHMD;Gerda;Klaas;410;Soja Vanillevla Biologisch;bio;2013-10-03 00:00:00.000;Thu;5;3;276;40;Oct;10;Q4;2013;22;495.00
1275;19;Zuur;Veghel;GVGH;Karel;Klaas;410;Soja Vanillevla Biologisch;bio;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;17;382.50
1274;17;Jansen;Helmond;RHMD;Gerda;Gerda;401;Kaviaar;lux;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;7;150.50
1274;17;Jansen;Helmond;RHMD;Gerda;Gerda;402;Ganzenlever;lux;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;16;639.20
1274;17;Jansen;Helmond;RHMD;Gerda;Gerda;404;Volle Yoghurt;zuv;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;19;218.50
1274;17;Jansen;Helmond;RHMD;Gerda;Gerda;407;Zwezerik;lux;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;19;246.05
1274;17;Jansen;Helmond;RHMD;Gerda;Gerda;409;Vruchtenyoghurt Mango;zuv;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;3;48.75
1274;17;Jansen;Helmond;RHMD;Gerda;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-10-07 00:00:00.000;Mon;2;7;280;41;Oct;10;Q4;2013;16;319.20
1276;11;Jansen;Eindhoven;REHV;Klaas;Klaas;411;Sojamelk Gezoet Biologisch;bio;2013-10-08 00:00:00.000;Tue;3;8;281;41;Oct;10;Q4;2013;16;319.20
1277;11;Jansen;Eindhoven;REHV;Klaas;Klaas;407;Zwezerik;lux;2013-10-12 00:00:00.000;Sat;7;12;285;41;Oct;10;Q4;2013;17;220.15
1278;16;Velzenmaker;Eindhoven;REHV;Klaas;Herman;408;Soja Chocolademelk Biologisch;bio;2013-10-13 00:00:00.000;Sun;1;13;286;42;Oct;10;Q4;2013;23;402.50
1279;17;Jansen;Helmond;RHMD;Gerda;Gerda;405;Magere Kwark;zuv;2013-10-18 00:00:00.000;Fri;6;18;291;42;Oct;10;Q4;2013;24;214.80
1280;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;404;Volle Yoghurt;zuv;2013-10-21 00:00:00.000;Mon;2;21;294;43;Oct;10;Q4;2013;12;138.00
1281;15;Boer, de;Veghel;GVGH;Karel;Klaas;403;Vruchtenyoghurt Aardbei;zuv;2013-10-22 00:00:00.000;Tue;3;22;295;43;Oct;10;Q4;2013;12;231.00
1282;13;Heiden, van der;Helmond;RHMD;Gerda;Herman;403;Vruchtenyoghurt Aardbei;zuv;2013-10-26 00:00:00.000;Sat;7;26;299;43;Oct;10;Q4;2013;7;134.75
1283;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;402;Ganzenlever;lux;2013-10-31 00:00:00.000;Thu;5;31;304;44;Oct;10;Q4;2013;9;359.55
1284;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;411;Sojamelk Gezoet Biologisch;bio;2013-11-01 00:00:00.000;Fri;6;1;305;44;Nov;11;Q4;2013;23;458.85
1285;11;Jansen;Eindhoven;REHV;Klaas;Harrie;401;Kaviaar;lux;2013-11-01 00:00:00.000;Fri;6;1;305;44;Nov;11;Q4;2013;18;387.00
1286;18;Bocht;Laarbeek;RHMD;Gerda;Karel;402;Ganzenlever;lux;2013-11-05 00:00:00.000;Tue;3;5;309;45;Nov;11;Q4;2013;10;370.00
1288;19;Zuur;Veghel;GVGH;Karel;Gerda;402;Ganzenlever;lux;2013-11-06 00:00:00.000;Wed;4;6;310;45;Nov;11;Q4;2013;7;259.00
1288;19;Zuur;Veghel;GVGH;Karel;Gerda;403;Vruchtenyoghurt Aardbei;zuv;2013-11-06 00:00:00.000;Wed;4;6;310;45;Nov;11;Q4;2013;11;211.75
1287;16;Velzenmaker;Eindhoven;REHV;Klaas;Karel;406;Sojamelk Naturel Biologisch;bio;2013-11-06 00:00:00.000;Wed;4;6;310;45;Nov;11;Q4;2013;14;115.50
1289;12;Rademakers;Eindhoven;REHV;Klaas;Herman;407;Zwezerik;lux;2013-11-12 00:00:00.000;Tue;3;12;316;46;Nov;11;Q4;2013;23;297.85
1290;14;Kraymans;Erp;GVGH;Karel;Karel;403;Vruchtenyoghurt Aardbei;zuv;2013-11-15 00:00:00.000;Fri;6;15;319;46;Nov;11;Q4;2013;9;173.25
1291;19;Zuur;Veghel;GVGH;Karel;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-11-16 00:00:00.000;Sat;7;16;320;46;Nov;11;Q4;2013;20;399.00
1292;20;Bakermans;Waalre;REHV;Klaas;Harrie;403;Vruchtenyoghurt Aardbei;zuv;2013-11-17 00:00:00.000;Sun;1;17;321;47;Nov;11;Q4;2013;10;192.50
1294;14;Kraymans;Erp;GVGH;Karel;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-11-19 00:00:00.000;Tue;3;19;323;47;Nov;11;Q4;2013;21;418.95
1295;19;Zuur;Veghel;GVGH;Karel;Harrie;409;Vruchtenyoghurt Mango;zuv;2013-11-19 00:00:00.000;Tue;3;19;323;47;Nov;11;Q4;2013;8;130.00
1293;16;Velzenmaker;Eindhoven;REHV;Klaas;Klaas;403;Vruchtenyoghurt Aardbei;zuv;2013-11-19 00:00:00.000;Tue;3;19;323;47;Nov;11;Q4;2013;9;173.25
1296;17;Jansen;Helmond;RHMD;Gerda;Karel;407;Zwezerik;lux;2013-11-20 00:00:00.000;Wed;4;20;324;47;Nov;11;Q4;2013;6;77.70
1297;14;Kraymans;Erp;GVGH;Karel;Karel;405;Magere Kwark;zuv;2013-11-26 00:00:00.000;Tue;3;26;330;48;Nov;11;Q4;2013;19;170.05
1298;17;Jansen;Helmond;RHMD;Gerda;Gerda;411;Sojamelk Gezoet Biologisch;bio;2013-11-29 00:00:00.000;Fri;6;29;333;48;Nov;11;Q4;2013;12;239.40
1299;12;Rademakers;Eindhoven;REHV;Klaas;Bertha;411;Sojamelk Gezoet Biologisch;bio;2013-11-30 00:00:00.000;Sat;7;30;334;48;Nov;11;Q4;2013;28;558.60
1300;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;407;Zwezerik;lux;2013-12-04 00:00:00.000;Wed;4;4;338;49;Dec;12;Q4;2013;6;77.70
1302;15;Boer, de;Veghel;GVGH;Karel;Karel;401;Kaviaar;lux;2013-12-07 00:00:00.000;Sat;7;7;341;49;Dec;12;Q4;2013;16;344.00
1301;13;Heiden, van der;Helmond;RHMD;Gerda;Karel;401;Kaviaar;lux;2013-12-07 00:00:00.000;Sat;7;7;341;49;Dec;12;Q4;2013;18;387.00
1303;19;Zuur;Veghel;GVGH;Karel;Harrie;402;Ganzenlever;lux;2013-12-11 00:00:00.000;Wed;4;11;345;50;Dec;12;Q4;2013;13;481.00
1304;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;410;Soja Vanillevla Biologisch;bio;2013-12-12 00:00:00.000;Thu;5;12;346;50;Dec;12;Q4;2013;16;360.00
1305;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;411;Sojamelk Gezoet Biologisch;bio;2013-12-13 00:00:00.000;Fri;6;13;347;50;Dec;12;Q4;2013;5;99.75
1307;15;Boer, de;Veghel;GVGH;Karel;Herman;409;Vruchtenyoghurt Mango;zuv;2013-12-18 00:00:00.000;Wed;4;18;352;51;Dec;12;Q4;2013;9;146.25
1308;12;Rademakers;Eindhoven;REHV;Klaas;Gerda;405;Magere Kwark;zuv;2013-12-18 00:00:00.000;Wed;4;18;352;51;Dec;12;Q4;2013;22;196.90
1306;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;405;Magere Kwark;zuv;2013-12-18 00:00:00.000;Wed;4;18;352;51;Dec;12;Q4;2013;12;107.40
1309;15;Boer, de;Veghel;GVGH;Karel;Karel;403;Vruchtenyoghurt Aardbei;zuv;2013-12-24 00:00:00.000;Tue;3;24;358;52;Dec;12;Q4;2013;15;288.75
1309;15;Boer, de;Veghel;GVGH;Karel;Karel;406;Sojamelk Naturel Biologisch;bio;2013-12-24 00:00:00.000;Tue;3;24;358;52;Dec;12;Q4;2013;10;82.50
1310;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;404;Volle Yoghurt;zuv;2013-12-26 00:00:00.000;Thu;5;26;360;52;Dec;12;Q4;2013;8;92.00
1310;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;408;Soja Chocolademelk Biologisch;bio;2013-12-26 00:00:00.000;Thu;5;26;360;52;Dec;12;Q4;2013;6;105.00
1310;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;409;Vruchtenyoghurt Mango;zuv;2013-12-26 00:00:00.000;Thu;5;26;360;52;Dec;12;Q4;2013;6;97.50
1311;15;Boer, de;Veghel;GVGH;Karel;Gerda;405;Magere Kwark;zuv;2013-12-28 00:00:00.000;Sat;7;28;362;52;Dec;12;Q4;2013;21;187.95
1312;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;401;Kaviaar;lux;2014-01-01 00:00:00.000;Wed;4;1;1;1;Jan;1;Q1;2014;15;322.50
1313;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;411;Sojamelk Gezoet Biologisch;bio;2014-01-03 00:00:00.000;Fri;6;3;3;1;Jan;1;Q1;2014;24;478.80
1314;16;Velzenmaker;Eindhoven;REHV;Klaas;Klaas;404;Volle Yoghurt;zuv;2014-01-11 00:00:00.000;Sat;7;11;11;2;Jan;1;Q1;2014;13;149.50
1315;11;Jansen;Eindhoven;REHV;Klaas;Gerda;409;Vruchtenyoghurt Mango;zuv;2014-01-12 00:00:00.000;Sun;1;12;12;3;Jan;1;Q1;2014;12;195.00
1316;11;Jansen;Eindhoven;REHV;Klaas;Klaas;410;Soja Vanillevla Biologisch;bio;2014-01-12 00:00:00.000;Sun;1;12;12;3;Jan;1;Q1;2014;20;450.00
1317;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2014-01-17 00:00:00.000;Fri;6;17;17;3;Jan;1;Q1;2014;18;161.10
1318;19;Zuur;Veghel;GVGH;Karel;Klaas;408;Soja Chocolademelk Biologisch;bio;2014-01-25 00:00:00.000;Sat;7;25;25;4;Jan;1;Q1;2014;13;227.50
1319;15;Boer, de;Veghel;GVGH;Karel;Karel;401;Kaviaar;lux;2014-02-02 00:00:00.000;Sun;1;2;33;6;Feb;2;Q1;2014;8;172.00
1320;12;Rademakers;Eindhoven;REHV;Klaas;Klaas;406;Sojamelk Naturel Biologisch;bio;2014-02-03 00:00:00.000;Mon;2;3;34;6;Feb;2;Q1;2014;3;24.75
1321;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;406;Sojamelk Naturel Biologisch;bio;2014-02-05 00:00:00.000;Wed;4;5;36;6;Feb;2;Q1;2014;20;165.00
1322;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;405;Magere Kwark;zuv;2014-02-05 00:00:00.000;Wed;4;5;36;6;Feb;2;Q1;2014;24;214.80
1323;18;Bocht;Laarbeek;RHMD;Gerda;Karel;407;Zwezerik;lux;2014-02-06 00:00:00.000;Thu;5;6;37;6;Feb;2;Q1;2014;7;90.65
1325;14;Kraymans;Erp;GVGH;Karel;Karel;407;Zwezerik;lux;2014-02-11 00:00:00.000;Tue;3;11;42;7;Feb;2;Q1;2014;18;233.10
1324;20;Bakermans;Waalre;REHV;Klaas;Klaas;404;Volle Yoghurt;zuv;2014-02-11 00:00:00.000;Tue;3;11;42;7;Feb;2;Q1;2014;14;161.00
1326;14;Kraymans;Erp;GVGH;Karel;Gerda;405;Magere Kwark;zuv;2014-02-19 00:00:00.000;Wed;4;19;50;8;Feb;2;Q1;2014;21;187.95
1327;11;Jansen;Eindhoven;REHV;Klaas;Bertha;407;Zwezerik;lux;2014-02-23 00:00:00.000;Sun;1;23;54;9;Feb;2;Q1;2014;7;90.65
1328;20;Bakermans;Waalre;REHV;Klaas;Gerda;404;Volle Yoghurt;zuv;2014-02-27 00:00:00.000;Thu;5;27;58;9;Feb;2;Q1;2014;17;195.50
1329;15;Boer, de;Veghel;GVGH;Karel;Karel;408;Soja Chocolademelk Biologisch;bio;2014-02-28 00:00:00.000;Fri;6;28;59;9;Feb;2;Q1;2014;5;87.50
1330;17;Jansen;Helmond;RHMD;Gerda;Herman;407;Zwezerik;lux;2014-03-08 00:00:00.000;Sat;7;8;67;10;Mar;3;Q1;2014;18;233.10
1331;17;Jansen;Helmond;RHMD;Gerda;Gerda;401;Kaviaar;lux;2014-03-13 00:00:00.000;Thu;5;13;72;11;Mar;3;Q1;2014;6;129.00
1332;11;Jansen;Eindhoven;REHV;Klaas;Herman;405;Magere Kwark;zuv;2014-03-15 00:00:00.000;Sat;7;15;74;11;Mar;3;Q1;2014;20;179.00
1334;11;Jansen;Eindhoven;REHV;Klaas;Gerda;411;Sojamelk Gezoet Biologisch;bio;2014-03-15 00:00:00.000;Sat;7;15;74;11;Mar;3;Q1;2014;16;319.20
1333;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;405;Magere Kwark;zuv;2014-03-15 00:00:00.000;Sat;7;15;74;11;Mar;3;Q1;2014;20;179.00
1335;17;Jansen;Helmond;RHMD;Gerda;Harrie;403;Vruchtenyoghurt Aardbei;zuv;2014-03-16 00:00:00.000;Sun;1;16;75;12;Mar;3;Q1;2014;3;45.75
1335;17;Jansen;Helmond;RHMD;Gerda;Harrie;406;Sojamelk Naturel Biologisch;bio;2014-03-16 00:00:00.000;Sun;1;16;75;12;Mar;3;Q1;2014;6;49.50
1335;17;Jansen;Helmond;RHMD;Gerda;Harrie;407;Zwezerik;lux;2014-03-16 00:00:00.000;Sun;1;16;75;12;Mar;3;Q1;2014;23;297.85
1335;17;Jansen;Helmond;RHMD;Gerda;Harrie;408;Soja Chocolademelk Biologisch;bio;2014-03-16 00:00:00.000;Sun;1;16;75;12;Mar;3;Q1;2014;13;227.50
1336;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;408;Soja Chocolademelk Biologisch;bio;2014-03-23 00:00:00.000;Sun;1;23;82;13;Mar;3;Q1;2014;9;157.50
1337;18;Bocht;Laarbeek;RHMD;Gerda;Karel;410;Soja Vanillevla Biologisch;bio;2014-03-25 00:00:00.000;Tue;3;25;84;13;Mar;3;Q1;2014;17;382.50
1338;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;408;Soja Chocolademelk Biologisch;bio;2014-04-02 00:00:00.000;Wed;4;2;92;14;Apr;4;Q2;2014;20;350.00
1340;15;Boer, de;Veghel;GVGH;Karel;Gerda;410;Soja Vanillevla Biologisch;bio;2014-04-05 00:00:00.000;Sat;7;5;95;14;Apr;4;Q2;2014;9;202.50
1339;18;Bocht;Laarbeek;RHMD;Gerda;Gerda;402;Ganzenlever;lux;2014-04-05 00:00:00.000;Sat;7;5;95;14;Apr;4;Q2;2014;10;370.00
1341;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;408;Soja Chocolademelk Biologisch;bio;2014-04-11 00:00:00.000;Fri;6;11;101;15;Apr;4;Q2;2014;12;210.00
1341;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;409;Vruchtenyoghurt Mango;zuv;2014-04-11 00:00:00.000;Fri;6;11;101;15;Apr;4;Q2;2014;8;130.00
1342;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;408;Soja Chocolademelk Biologisch;bio;2014-04-13 00:00:00.000;Sun;1;13;103;16;Apr;4;Q2;2014;20;350.00
1344;19;Zuur;Veghel;GVGH;Karel;Harrie;401;Kaviaar;lux;2014-04-17 00:00:00.000;Thu;5;17;107;16;Apr;4;Q2;2014;11;236.50
1343;18;Bocht;Laarbeek;RHMD;Gerda;Bertha;408;Soja Chocolademelk Biologisch;bio;2014-04-17 00:00:00.000;Thu;5;17;107;16;Apr;4;Q2;2014;16;280.00
1345;19;Zuur;Veghel;GVGH;Karel;Harrie;407;Zwezerik;lux;2014-04-21 00:00:00.000;Mon;2;21;111;17;Apr;4;Q2;2014;15;194.25
1346;14;Kraymans;Erp;GVGH;Karel;Harrie;401;Kaviaar;lux;2014-04-26 00:00:00.000;Sat;7;26;116;17;Apr;4;Q2;2014;9;193.50
1347;16;Velzenmaker;Eindhoven;REHV;Klaas;Herman;406;Sojamelk Naturel Biologisch;bio;2014-04-26 00:00:00.000;Sat;7;26;116;17;Apr;4;Q2;2014;11;90.75
1348;16;Velzenmaker;Eindhoven;REHV;Klaas;Harrie;407;Zwezerik;lux;2014-05-01 00:00:00.000;Thu;5;1;121;18;May;5;Q2;2014;20;259.00
1349;12;Rademakers;Eindhoven;REHV;Klaas;Herman;409;Vruchtenyoghurt Mango;zuv;2014-05-08 00:00:00.000;Thu;5;8;128;19;May;5;Q2;2014;17;276.25
1349;12;Rademakers;Eindhoven;REHV;Klaas;Herman;411;Sojamelk Gezoet Biologisch;bio;2014-05-08 00:00:00.000;Thu;5;8;128;19;May;5;Q2;2014;20;439.00
1350;16;Velzenmaker;Eindhoven;REHV;Klaas;Karel;403;Vruchtenyoghurt Aardbei;zuv;2014-05-09 00:00:00.000;Fri;6;9;129;19;May;5;Q2;2014;15;228.75
1351;14;Kraymans;Erp;GVGH;Karel;Harrie;409;Vruchtenyoghurt Mango;zuv;2014-05-18 00:00:00.000;Sun;1;18;138;21;May;5;Q2;2014;24;390.00
1352;12;Rademakers;Eindhoven;REHV;Klaas;Harrie;406;Sojamelk Naturel Biologisch;bio;2014-05-23 00:00:00.000;Fri;6;23;143;21;May;5;Q2;2014;8;66.00
1353;16;Velzenmaker;Eindhoven;REHV;Klaas;Klaas;404;Volle Yoghurt;zuv;2014-05-28 00:00:00.000;Wed;4;28;148;22;May;5;Q2;2014;12;150.00
1355;15;Boer, de;Veghel;GVGH;Karel;Bertha;411;Sojamelk Gezoet Biologisch;bio;2014-05-30 00:00:00.000;Fri;6;30;150;22;May;5;Q2;2014;17;373.15
1354;20;Bakermans;Waalre;REHV;Klaas;Bertha;401;Kaviaar;lux;2014-05-30 00:00:00.000;Fri;6;30;150;22;May;5;Q2;2014;15;322.50
1356;18;Bocht;Laarbeek;RHMD;Gerda;Herman;411;Sojamelk Gezoet Biologisch;bio;2014-06-01 00:00:00.000;Sun;1;1;152;23;Jun;6;Q2;2014;17;373.15
1358;19;Zuur;Veghel;GVGH;Karel;Klaas;409;Vruchtenyoghurt Mango;zuv;2014-06-07 00:00:00.000;Sat;7;7;158;23;Jun;6;Q2;2014;21;341.25
1357;18;Bocht;Laarbeek;RHMD;Gerda;Klaas;411;Sojamelk Gezoet Biologisch;bio;2014-06-07 00:00:00.000;Sat;7;7;158;23;Jun;6;Q2;2014;6;131.70
1359;19;Zuur;Veghel;GVGH;Karel;Herman;401;Kaviaar;lux;2014-06-08 00:00:00.000;Sun;1;8;159;24;Jun;6;Q2;2014;6;129.00
1359;19;Zuur;Veghel;GVGH;Karel;Herman;406;Sojamelk Naturel Biologisch;bio;2014-06-08 00:00:00.000;Sun;1;8;159;24;Jun;6;Q2;2014;10;82.50
1359;19;Zuur;Veghel;GVGH;Karel;Herman;409;Vruchtenyoghurt Mango;zuv;2014-06-08 00:00:00.000;Sun;1;8;159;24;Jun;6;Q2;2014;17;276.25
1359;19;Zuur;Veghel;GVGH;Karel;Herman;410;Soja Vanillevla Biologisch;bio;2014-06-08 00:00:00.000;Sun;1;8;159;24;Jun;6;Q2;2014;17;382.50
1360;13;Heiden, van der;Helmond;RHMD;Gerda;Harrie;410;Soja Vanillevla Biologisch;bio;2014-06-12 00:00:00.000;Thu;5;12;163;24;Jun;6;Q2;2014;18;405.00
1361;19;Zuur;Veghel;GVGH;Karel;Klaas;410;Soja Vanillevla Biologisch;bio;2014-06-21 00:00:00.000;Sat;7;21;172;25;Jun;6;Q2;2014;10;225.00
1362;15;Boer, de;Veghel;GVGH;Karel;Gerda;405;Magere Kwark;zuv;2014-06-29 00:00:00.000;Sun;1;29;180;27;Jun;6;Q2;2014;5;44.75
1363;17;Jansen;Helmond;RHMD;Gerda;Bertha;406;Sojamelk Naturel Biologisch;bio;2014-07-01 00:00:00.000;Tue;3;1;182;27;Jul;7;Q3;2014;14;115.50
1364;13;Heiden, van der;Helmond;RHMD;Gerda;Gerda;411;Sojamelk Gezoet Biologisch;bio;2014-07-02 00:00:00.000;Wed;4;2;183;27;Jul;7;Q3;2014;21;460.95
1365;17;Jansen;Helmond;RHMD;Gerda;Harrie;407;Zwezerik;lux;2014-07-07 00:00:00.000;Mon;2;7;188;28;Jul;7;Q3;2014;10;129.50
1366;19;Zuur;Veghel;GVGH;Karel;Harrie;411;Sojamelk Gezoet Biologisch;bio;2014-07-10 00:00:00.000;Thu;5;10;191;28;Jul;7;Q3;2014;8;175.60
1367;18;Bocht;Laarbeek;RHMD;Gerda;Herman;401;Kaviaar;lux;2014-07-10 00:00:00.000;Thu;5;10;191;28;Jul;7;Q3;2014;8;172.00
1368;14;Kraymans;Erp;GVGH;Karel;Klaas;405;Magere Kwark;zuv;2014-07-11 00:00:00.000;Fri;6;11;192;28;Jul;7;Q3;2014;2;17.90
1368;14;Kraymans;Erp;GVGH;Karel;Klaas;407;Zwezerik;lux;2014-07-11 00:00:00.000;Fri;6;11;192;28;Jul;7;Q3;2014;6;77.70
